vid,itag,contentlength,seg_num,seg_list
LLj3Ki644qM,247/251,65683111,129,150744/850262/879745/955615/149240/522674/153483/462589/509915/167325/878959/507856/126202/474147/931993/131760/511350/151606/857481/939749/159050/892514/573645/135361/505887/118843/938318/523686/125866/886313/524405/139000/869544/140221/509506/629827/138763/850464/523948/148083/256332/512052/163702/631694/509400/165107/1057942/504416/163048/523047/145043/512505/591308/147901/907426/141079/508636/982415/132159/747264/831049/438141/142961/766400/962253/153860/740194/627457/157498/635962/807193/141605/483709/924176/155619/746848/511898/153534/905068/803130/164413/740132/921663/160471/985322/859053/146064/1100390/511358/150074/995348/1010513/146298/532898/163241/681329/687671/513794/176346/492079/509179/149041/849640/877113/155939/510921/157134/931385/421304/509286/160142/1050508/151640/531646/511756/161457/520222/151583/585021/491383/516386/160587/553586/144397/630029/618899/159619/544383/641694
LLj3Ki644qM,398/251,66120484,129,150744/554734/739423/953061/149240/985863/153483/360511/898446/167325/756971/737583/126202/310385/715238/131760/889601/151606/724700/710712/159050/740912/994283/135361/931629/118843/621894/670025/125866/606182/843916/139000/713844/140221/787183/497406/138763/651980/473975/148083/112846/859324/163702/463624/806970/165107/635247/829417/163048/663199/145043/806283/805722/147901/700634/141079/651238/768827/132159/502237/534383/515069/142961/573698/871726/153860/514422/586240/157498/712257/654992/141605/330918/666666/155619/549070/973661/153534/821977/1142227/164413/485781/944729/160471/737779/696768/146064/660017/1052257/150074/606199/628588/146298/916759/163241/481309/482277/677729/176346/393016/607690/149041/585005/723621/155939/1014032/157134/628266/303100/880726/160142/645425/151640/1031006/1008551/161457/1023203/151583/427888/361508/795353/160587/700432/144397/443458/844427/159619/896266/893764
MYqIP9DRmRo,136/251,44450425,152,152813/229993/300663/412216/156472/567916/155369/543954/343633/158299/329145/393595/162021/693130/182143/170153/261410/237672/170773/145384/236035/176875/111172/192159/172982/285437/401852/158511/55455/136720/156504/479208/340135/158641/341368/300105/209077/159728/134092/186965/158753/914548/334209/157650/447841/452446/153110/1327422/842650/156722/265621/979708/161495/241260/512048/154353/484852/876708/167778/361781/163691/215176/185575/171291/142270/194767/204519/169918/200356/173667/162707/176492/136189/193451/168591/240446/167406/150092/222384/289251/168229/148480/506399/164785/422478/536290/165583/186582/356950/157984/184878/197451/162821/849216/534831/162459/378595/87051/158207/194987/126590/778704/157238/373264/394291/159205/197279/767557/161704/304573/263160/369949/160660/360652/510685/155611/233517/165523/168172/191009/163781/136617/178690/1457404/158423/170393/125061/159678/150133/277235/152286/276049/179152/162370/244070/297312/162500/267850/195447/464303/156850/153042/647760/154052/206135/691009/157454/449170/482980/162668/261437/413985
MYqIP9DRmRo,247/251,32263494,152,152813/232566/220640/295748/156472/371767/155369/398306/278211/158299/221423/268449/162021/323777/160074/170153/186697/179421/170773/128894/169112/176875/96790/161717/172982/216340/308012/158511/69411/127614/156504/275972/250723/158641/258999/229150/182801/159728/163351/148375/158753/484167/299563/157650/256458/267881/153110/666792/358868/156722/157815/562406/161495/213364/364440/154353/329115/405231/167778/297019/163691/144704/156238/171291/121001/161557/143592/169918/134090/129924/162707/157354/125414/172727/168591/172477/167406/132053/191853/197595/168229/127305/310371/164785/253736/384518/165583/185609/251733/157984/189403/181644/162821/402589/305223/162459/293933/103313/158207/173033/117831/414320/157238/191271/220395/159205/128862/402745/161704/245946/261219/284290/160660/318711/321089/155611/210822/143382/168172/160354/163781/119470/142887/546004/158423/145467/110060/159678/154460/198482/152286/165990/132554/162370/168139/170213/162500/160143/122441/278449/156850/153690/350050/154052/157210/361313/157454/241205/342094/162668/190605/327963
MbBr3GgCHy8,136/251,16541144,140,108810/147405/110615/114705/194450/87948/118312/126080/84414/110120/122890/84977/117467/58690/117483/37037/174390/119756/139743/119311/120064/125900/103026/117954/110770/163729/118624/91641/110249/126864/118556/140774/112951/124499/74470/115817/123916/173592/118631/170474/128309/117318/143288/116462/220270/193276/116521/92936/158542/117512/208490/125589/110017/124664/247001/116659/232481/114962/169477/262252/178310/119220/62356/63818/112267/129890/111253/153650/124854/85385/110643/56859/112496/63656/76141/114765/87494/84161/119194/60238/53267/110830/71430/112926/80251/164176/118946/232687/131151/120959/327569/182421/122407/119888/121902/75481/57479/119467/48829/72354/105993/134926/63855/107547/82910/51909/109330/71453/111443/78443/58398/58985/112870/89538/114802/77195/70844/115280/58146/110079/35353/66885/116918/67443/144480/116674/112340/195919/114506/148493/119670/111503/152977/106839/76909/226324/117413/82795/79124/113960
MbBr3GgCHy8,247/251,19441501,140,108810/95374/113410/114705/171283/74644/118312/117200/90907/138304/122890/136207/117467/87187/117483/52127/177625/119756/184464/158639/120064/172511/116605/117954/133270/195617/118624/105443/118659/197063/118556/157215/112951/173821/88737/115817/190838/250522/118631/244188/146715/117318/183180/116462/231191/191300/116521/93800/156209/117512/198156/131559/110017/100587/235291/116659/224860/114962/153939/210823/269077/119220/99538/143653/112267/149872/111253/134034/162028/197782/110643/84417/112496/280678/119012/114765/126126/124933/119194/239545/220460/110830/141446/112926/143878/150425/118946/216911/125956/120959/276350/201451/122407/174334/121902/195557/70444/119467/89677/154858/105993/110807/52596/107547/96037/79211/109330/131189/111443/186038/104058/117932/112870/154111/114802/132684/118213/115280/84046/110079/190721/96363/116918/86722/160020/116674/122429/168510/114506/140880/132592/111503/145457/106839/74397/193659/117413/112211/254263/113960
MbBr3GgCHy8,398/251,18765133,140,108810/92966/119911/114705/202927/98592/118312/136983/102055/131316/122890/133187/117467/113653/117483/57921/196872/119756/172124/141600/120064/168879/132496/117954/165915/206148/118624/121931/133848/155115/118556/177799/112951/143230/105308/115817/163441/230892/118631/237114/165034/117318/186984/116462/183889/196945/116521/106912/160586/117512/210490/139963/110017/120711/234208/116659/245285/114962/172729/244861/217278/119220/116813/103762/112267/165913/111253/162272/168265/136342/110643/106496/112496/90796/129085/114765/118674/114446/119194/79825/81514/110830/97069/112926/123482/177732/118946/244194/168375/120959/360365/173570/122407/135694/121902/106193/83691/119467/73682/144627/105993/134741/74364/107547/91165/100686/109330/135779/111443/167214/94060/80554/112870/125040/114802/115434/115461/115280/100165/110079/68045/114389/116918/102148/129299/116674/116985/155454/114506/158189/135281/111503/148468/106839/84564/185456/117413/108919/123755/113960
Mf7VdGSwBpo,136/251,20471782,172,167153/46506/57980/184422/54712/65130/184971/38849/52113/185108/52983/58450/180736/47346/59126/181557/57982/109055/178904/140131/116889/181502/100806/66076/186592/150110/168017/91495/113269/182985/128656/125557/185704/115354/114320/183865/45403/45195/183035/61580/55510/181614/45473/44217/179680/49328/47361/180700/65819/184329/48665/71941/167720/150984/96092/183809/153797/75053/186112/106088/119329/183631/126556/102777/181672/105088/129438/182158/123816/46185/181376/57980/179519/54712/65130/184182/38849/52113/169857/52983/58450/181338/47346/59126/186009/57982/109055/183627/140131/116889/181310/100806/66076/182395/150110/181319/91495/113269/179590/128656/125557/183835/115354/114320/174254/45403/45195/180378/61580/55510/187160/45473/44217/183194/49328/47361/183164/65819/180297/48665/71941/179587/150984/96092/180759/153797/75053/184643/106088/119329/175811/126556/102777/175302/105088/129438/186658/123816/46185/183880/57980/182802/54712/65130/180439/38849/52113/182138/52983/58450/180158/47346/59126/183985/57982/109055/176303/140131/116889/173641/100806/66076/186139/150110/184667/91495/113269/181989/128656/125557/182325/115354
Mf7VdGSwBpo,247/251,18270629,172,167153/40742/45562/184422/43412/49047/184971/30708/41599/185108/39629/42031/180736/37582/46741/181557/45830/82254/178904/108440/90154/181502/80227/58941/186592/112657/168017/67009/82461/182985/97809/91008/185704/84560/87679/183865/41068/39526/183035/54510/35360/181614/38990/34281/179680/41767/36631/180700/52289/184329/37127/58481/167720/113146/71103/183809/118109/55708/186112/77492/84602/183631/98017/82620/181672/87663/97733/182158/95310/41647/181376/45563/179519/43413/49048/184182/30709/41600/169857/39630/42032/181338/37583/46742/186009/45831/82255/183627/108441/90154/181310/80227/58941/182395/112657/181319/67009/82461/179590/97809/91008/183835/84560/87679/174254/41068/39526/180378/54510/35360/187160/38990/34281/183194/41767/36631/183164/52289/180297/37127/58481/179587/113146/71103/180759/118109/55708/184643/77492/84602/175811/98017/82620/175302/87663/97733/186658/95310/41647/183880/45563/182802/43413/49048/180439/30709/41600/182138/39630/42032/180158/37583/46742/183985/45831/82255/176303/108441/90154/173641/80227/58941/186139/112657/184667/67009/82461/181989/97809/91008/182325/84560
NFQo1zxYeHo,136/251,110293117,108,131447/1533099/1200304/138907/1109457/1730508/124794/1504972/1290046/125844/1594978/125328/1592640/1570802/127814/1606258/1482069/128493/1340539/126594/1660432/1357071/126144/1621418/1611547/121722/1575266/1605951/129942/1582656/121699/1155217/1673572/121503/1372073/1332323/129514/1565036/128886/1582970/1637999/125616/1391655/1512902/123504/1562671/125844/1805121/1548943/124691/1685673/1514255/120802/1597374/1498189/122248/1587565/129496/1635522/1633016/125999/1595871/1596920/125626/1623552/124070/1397263/1666902/126889/1618129/1657837/127271/1053877/128243/1545751/1588578/127045/1589595/1345669/128301/1411738/1702230/125144/1575249/126757/1649442/1401980/131075/1601950/1587303/128139/1578773/130475/1619318/1690404/130034/1600639/1687295/129819/1487463/129514/1416108/1546321/123926/1539035/1522474/117809/1611233
NFQo1zxYeHo,247/251,53321929,108,131447/662975/511597/138907/505699/1017206/124794/922075/623237/125844/661808/125328/695824/812320/127814/724705/743021/128493/604532/126594/660187/630907/126144/612410/683079/121722/679485/700854/129942/727381/121699/705127/651466/121503/650170/613563/129514/713289/128886/682671/633405/125616/595899/693021/123504/870916/125844/850407/655885/124691/685703/679154/120802/653682/749395/122248/715513/129496/732277/890352/125999/698790/791763/125626/735680/124070/695304/819579/126889/749249/684180/127271/573223/128243/663237/646371/127045/728867/684946/128301/669249/639697/125144/726288/126757/679709/607605/131075/694398/793170/128139/641889/130475/684473/680325/130034/795095/669714/129819/658285/129514/791509/727041/123926/706307/773422/117809/761884
Nh9LfU9TQMw,136/251,92469073,155,131044/751945/133081/133828/790328/286647/137714/945900/960746/131465/957222/133336/594074/975380/134829/772878/134201/803571/728754/130228/855789/883316/131134/594106/129309/134121/195251/131254/728619/500704/129696/757363/1206290/129076/906104/134331/863857/1079443/134807/1225978/710304/134545/751466/132875/274251/229192/137031/855145/1582337/134454/317082/137317/123223/501692/135987/795943/135525/634944/642646/137788/668060/921693/134774/1055522/912591/136485/654007/135432/681645/835694/135477/1036618/132304/1262476/721136/135320/845260/1185439/135076/1265171/1394312/136259/906589/136247/1554696/1171044/135114/1178950/1657599/132111/1630809/135289/1053055/1530401/131908/1615920/1572613/136685/853618/135814/561779/135186/140751/1228928/1406106/133037/1082442/138604/1041302/1535513/136100/1068602/1052874/139028/157522/136549/885244/821486/135676/828819/962003/141738/1088424/138078/840775/1307312/138551/1323982/864522/136576/685957/136984/645381/761769/137970/714743/805980/134121/357562/136609/669917/681264/139043/859614/811385/139221/945008/134580/775727/872847/133491/771807/529418/133756/869272
Nh9LfU9TQMw,247/251,54363935,155,131044/456299/114487/133828/477305/172160/137714/337468/485859/131465/591574/133336/434177/509403/134829/441546/134201/456350/443812/130228/491654/374837/131134/378089/113652/134121/155980/131254/440147/433053/129696/483309/619277/129076/534885/134331/520084/610120/134807/623193/435463/134545/461737/132875/187790/167550/137031/491711/649687/134454/309300/137317/126749/285796/135987/457304/135525/431050/372907/137788/447279/492161/134774/595267/510701/136485/400635/135432/455252/476175/135477/633022/132304/641606/483919/135320/491422/603268/135076/609187/650277/136259/504747/136247/623437/515435/135114/548143/665427/132111/661872/135289/528660/651524/131908/658431/670982/136685/492578/135814/416523/128128/140751/689182/615791/133037/551513/138604/593591/745882/136100/636077/559667/139028/145930/136549/497225/454495/135676/474146/554102/141738/593936/138078/699692/692387/138551/628870/482558/136576/420430/136984/410833/404957/137970/377138/459883/134121/284414/136609/414854/393842/139043/512940/490515/139221/546974/134580/456009/516716/133491/458171/312945/133756/498138
NwmeBUYkiGc,136/251,59811171,120,167637/391426/731043/163974/747325/439911/167826/798756/872794/163491/377570/495461/166282/367415/640198/167477/741499/364027/864663/161657/424794/870067/182473/704085/170650/814726/877138/164598/714974/165804/861049/417773/160858/888766/624619/161186/540503/685601/152778/365875/946469/160347/664653/738635/168643/916953/161589/402417/387924/160705/607233/562010/159622/740011/565005/161908/752231/883233/163106/842773/170495/857777/879524/168469/535235/789061/164069/868099/157368/783093/869568/156993/880144/148147/670362/932656/155219/903924/169132/620727/728617/169446/539512/380350/743023/173232/832102/166563/790365/825419/159106/411647/438832/152472/526505/856378/164850/865662/805820/169809/771024/163481/380188/896940/163839/446625/670605/155008/858041/853024/160574/376006/198551/166130/474985/678582/159493/879470/169983/440429
