vid,itag,contentlength,seg_num,seg_list
GjSlsKFHahw,247/251,54454679,143,140276/405962/453872/473591/151143/453676/518487/152449/398757/449170/158088/453444/410021/155580/476982/480299/158263/344458/453075/148840/551862/319651/168192/387223/380459/166556/403244/273650/168841/255042/487974/152993/555167/627935/147702/730735/593292/149758/586383/529251/149317/474819/611937/147282/610158/773742/147096/667555/538788/145688/602307/847288/149549/650304/773268/148014/691990/682671/142916/493176/406479/146048/473082/424423/142896/519562/545902/145995/542916/595641/143658/691660/730667/151220/539667/553335/154725/523530/597916/149242/646565/562475/148914/690835/637531/148506/495074/628912/147140/922693/714358/152388/520722/531394/151435/646202/596905/148062/943138/715288/148434/518590/659081/147179/846921/614006/157463/573915/687462/150854/522906/761231/154290/706685/555050/156049/398060/622101/153881/600552/568877/158829/705556/530063/150435/467568/318457/45266/8792/8792/4511/8792/8792/4511/8792/8792/4511/8792/8792/4511/8792/8792/4511
GjSlsKFHahw,398/251,72721483,143,140276/531189/359322/542051/151143/458493/667345/152449/344457/356696/158088/467127/354673/155580/448933/477327/158263/283083/523799/148840/837215/395676/168192/363234/312718/166556/346106/285426/168841/204014/454901/152993/680294/818589/147702/1227480/881028/149758/805407/642100/149317/514694/788361/147282/787013/1315409/147096/1235028/870293/145688/776056/1182246/149549/974767/1064707/148014/896023/1205228/142916/502230/384836/146048/448433/409058/142896/620727/602790/145995/709271/802941/143658/1104521/1141771/151220/836788/733298/154725/639769/585791/149242/1191309/737504/148914/1101482/763535/148506/614299/936258/147140/1340963/1364208/152388/650400/600094/151435/1116244/1224714/148062/1505667/1338792/148434/689427/1053222/147179/1505685/1105686/157463/810032/1461960/150854/606545/1495761/154290/1331388/543929/156049/376808/789729/153881/847085/667422/158829/1250590/720022/150435/673323/574631/45266/9047/9047/4511/9047/9047/4511/9047/9047/4511/9047/9047/4511/9047/9047/4511
GvZJwJKM5gM,136/251,92883577,140,115756/1043597/928353/117334/875974/940262/142926/1059494/1043322/131540/1253299/126481/928109/1136075/112483/1058364/116527/913375/863291/108916/1089505/983908/119552/1043419/979785/119936/1141958/995071/111395/1075118/112299/867194/879543/101726/999754/1576099/108784/1407165/115614/925215/994777/113117/934013/840791/108718/915248/961362/118586/979026/115498/791680/891612/124273/958185/807943/123148/960514/919737/106392/1016155/105139/927117/958128/115451/911316/913279/140862/757621/901152/128723/983564/136827/886736/1047534/134514/994964/1020739/122551/928330/139260/945826/974596/128174/970315/817063/117669/1087935/128480/995389/1211950/113246/937360/924971/108893/820184/866424/112337/1084287/118077/884951/894631/132949/1097778/1136556/124546/791649/130467/1192593/869695/128336/985375/932568/113809/928108/127725/1063322/1515533/137288/956591/960390/114969/978281/134212/828625/996305/131059/863531/1015850/126264/913477/881005/131589/1065998/139795/827086/1120206/126615/960810/895109/19924
GvZJwJKM5gM,247/251,46141340,140,115756/581403/419941/117334/311798/359402/142926/577587/571060/131540/573350/126481/544342/637739/112483/556215/116527/494495/527143/108916/602365/545280/119552/560885/481637/119936/546982/502036/111395/444503/112299/347765/463625/101726/362470/749794/108784/613488/115614/528224/333018/113117/517510/345627/108718/502161/466321/118586/482286/115498/438999/288470/124273/489150/468715/123148/504110/450264/106392/308179/105139/520731/394354/115451/496803/506648/140862/382271/128723/515240/424651/136827/409076/441229/134514/375721/447695/122551/455392/139260/423101/364934/128174/524628/366185/117669/285733/128480/270555/271217/113246/430528/476972/108893/395887/329082/112337/355086/118077/320021/441984/132949/592514/389265/124546/384340/130467/397601/497082/128336/558421/531071/113809/571733/127725/563226/679883/137288/545781/514162/114969/519321/134212/447632/354597/131059/384490/303175/126264/387881/259140/131589/389697/139795/317057/382906/126615/405578/311926/19924
Gz46muvNC5g,136/251,92961408,149,142315/563108/1225790/124169/816962/680729/135310/1026121/960714/125176/834274/892451/128906/1067927/1022927/135072/1109298/877906/129776/783732/139054/933857/767624/126947/969789/1154104/136064/861342/567421/126329/809359/1085097/144296/1202934/918510/153101/916571/1231566/138897/1138971/651196/139368/963651/1016071/133517/800665/138541/1084529/956943/132263/1047391/1235133/126710/740775/742054/132910/1034654/1087244/132879/989640/1119296/132887/981742/136036/692339/925825/133049/874356/786397/137614/1122169/985543/127010/1047200/1016096/130048/1023013/856693/135231/659447/133542/982211/744837/152574/583271/642718/136348/694725/668140/140763/580115/589982/134693/619092/823796/135755/946297/860636/130008/788050/698815/142361/644125/579629/146722/693007/575307/142944/581881/1100798/125795/887805/685361/134491/598568/752714/138799/1128988/123310/657278/1085994/127730/1169868/1083891/147665/698293/753380/128449/778502/734221/144349/889691/1001410/142065/1036165/893046/145968/994896/975268/140233/721835/142136/1293809/1023008/139562/919001/1017871/137097/729298
Gz46muvNC5g,398/251,48541929,150,142315/134882/413484/483580/124169/387526/135310/581368/373712/125176/484643/267683/128906/296769/639651/135072/340131/443263/129776/330455/461742/139054/510656/176410/126947/643245/571358/136064/366953/126329/518851/781828/144296/315829/393480/153101/540961/821942/138897/580722/139368/259667/726520/133517/249248/142458/786563/138541/386173/330862/132263/712642/126710/205299/450906/132910/258486/705241/132879/591550/582810/132887/563194/76748/136036/452710/401841/133049/272466/452259/137614/659986/583018/127010/486805/130048/479072/293039/511189/135231/261410/133542/313157/456049/298336/152574/242873/136348/335800/295534/140763/257047/393633/134693/302791/410814/135755/489576/354276/130008/447593/286082/142361/274706/164371/146722/274697/375950/142944/191787/230605/125795/609252/291973/134491/294742/381598/138799/647194/123310/290051/442503/127730/841107/533828/147665/188825/455127/128449/510224/144349/270166/499284/142065/588929/320437/145968/565447/619543/140233/419520/142136/255437/403306/584753/139562/438623/750922/137097/41288
HZ4JDKAfrFA,136/251,26952715,117,153719/68763/323932/135621/113882/129216/140394/135985/131524/134428/135866/129110/136096/135813/156078/134184/171431/485277/134305/332047/316494/132558/179902/131992/248316/137182/132309/140051/135484/158332/102459/113663/139230/102344/110145/131198/101719/88377/143038/756341/162705/691252/521654/160383/835607/839164/158296/613356/321597/1187781/168957/904774/164260/1039713/436718/173577/144130/161024/178715/158439/187195/171907/50001/227094/164371/132813/149304/164984/177474/170399/165623/183015/121331/176575/162535/124864/144359/166842/173027/173748/744180/191451/174543/47452/227945/167972/178024/167004/171124/196226/170845/214864/200611/168985/248797/233664/168491/260388/176695/251508/189059/174933/57258/171898/231382/217087/165465/166628/158311/166648/167983/208056/173037/182083/172610/212637/417022
HZ4JDKAfrFA,247/251,31239385,117,153719/108012/427199/135621/189962/209744/223559/135985/209285/215513/135866/206732/136096/216970/242795/134184/263614/722859/134305/466962/446390/132558/279322/131992/347534/223273/132309/240288/135484/213066/175780/194646/139230/178816/184360/131198/176013/154843/143038/960201/162705/818529/585921/160383/903154/939945/158296/590958/309953/1157255/168957/1041059/164260/1211836/545187/173577/186843/279722/178715/167921/191949/171907/70920/240174/164371/154521/167797/164984/190662/186917/165623/200097/144510/199931/162535/152650/171095/166842/195068/173748/962575/197196/174543/67000/252129/167972/204407/195629/171124/222469/170845/246685/222397/168985/273996/268551/168491/261688/176695/327669/198114/174933/87829/171898/240298/228106/165465/178187/172606/166648/221556/228531/173037/196558/172610/227703/416483
HZ4JDKAfrFA,398/251,30827797,117,153719/122970/427939/135621/211521/232755/245206/135985/231236/238247/135866/226611/136096/240089/260154/134184/288021/715592/134305/549234/555548/132558/332467/131992/366639/257733/132309/269793/135484/247441/201174/220931/139230/204743/209017/131198/202526/175126/143038/784989/162705/753591/522183/160383/723860/859539/158296/614274/327373/914497/168957/900409/164260/853876/553605/173577/209903/335528/178715/176550/171344/171907/71112/245538/164371/168222/172887/164984/196783/198830/165623/211611/156533/214335/162535/165901/184180/166842/209165/173748/691333/178891/174543/68707/266025/167972/217047/209150/171124/244970/170845/266710/240004/168985/305982/285275/168491/277536/176695/371181/176455/174933/84429/171898/250185/241626/165465/187057/178760/166648/242102/241004/173037/201902/172610/234374/372106
I3LXamuTJus,136/251,22727074,113,142343/254345/127424/754227/140280/445481/140060/423410/591727/133266/98807/152012/135756/91342/154029/141572/80116/117743/141090/157078/278384/136325/268057/134507/132092/155186/136635/205792/84988/143077/166185/101891/139699/179360/143893/141840/132393/151732/139347/163343/136485/177382/93471/142727/159087/67147/137444/430566/440323/139442/330075/377416/132180/364698/258221/137028/193931/137306/177664/109988/133394/146247/125148/102652/141905/216889/82029/136861/166700/97283/156641/294295/194267/142076/194287/90391/133014/465328/418977/135835/367036/361272/130066/264856/181850/139942/129673/286558/139745/241186/513705/139648/475582/140488/350640/300435/138177/194133/329221/136261/482416/238531/142843/278084/137786/144962/459335/446239/69817/41353/4511/17440/17504
I3LXamuTJus,247/251,30081513,113,142343/308135/207931/788135/140280/420366/140060/397838/581453/133266/112121/162790/135756/153816/239310/141572/150740/191657/141090/271379/378008/136325/337432/134507/222754/289239/136635/324867/131706/143077/264717/157570/139699/305747/239189/141840/222578/277749/139347/277010/136485/299928/151408/142727/277391/124815/137444/653616/651695/139442/481122/556410/132180/540558/367334/137028/251609/137306/315729/205180/133394/231903/192987/152497/141905/348488/135638/136861/272889/151590/156641/375506/263427/142076/287091/133965/133014/699911/608453/135835/531453/507974/130066/369299/261726/139942/223714/393302/139745/326389/752494/139648/646609/140488/498996/431458/138177/269896/497654/136261/686464/364408/142843/372123/196273/144962/650410/625762/69817/56090/4511/20917/21012
I3LXamuTJus,398/251,32836109,113,142343/372527/267652/710608/140280/461069/140060/451576/650701/133266/133868/187312/135756/195779/283134/141572/179677/226211/141090/260017/442848/136325/322595/134507/272904/278716/136635/370534/174025/143077/325724/203847/139699/376124/326286/141840/282099/338033/139347/344224/136485/370973/203484/142727/340305/157629/137444/570353/667731/139442/507270/579509/132180/577988/450152/137028/308658/137306/407768/259054/133394/228065/235470/196958/141905/393500/182057/136861/337551/209461/156641/385841/330642/142076/322578/173952/133014/653353/637626/135835/579441/552282/130066/448058/353170/139942/280596/496566/139745/407349/662314/139648/670081/140488/541874/509621/138177/347412/491738/136261/642579/374185/142843/487386/249939/144962/652102/638053/69817/57751/4511/18104/18209
I5RcT0FKUUw,136/251,66484778,134,173923/406322/860507/160696/424675/486793/176944/723591/174303/773981/797626/176897/1003027/682359/185041/468769/864348/196344/646249/176574/817792/873277/184847/383759/903435/168876/838435/181489/769602/555337/164789/881019/471433/169805/909273/781910/167620/495008/863279/176351/373676/651683/175228/363748/844931/176007/836029/177531/863452/545655/175303/671012/729349/161864/618151/758281/179869/871698/178295/542912/406517/174925/418195/775945/170237/672152/169421/900150/613317/178514/469588/855189/171636/763106/605338/168442/660080/726703/165841/363040/881608/165179/381110/812297/156923/866010/163919/591710/849427/159293/800673/427352/157350/920457/159462/574425/880562/169151/687040/839223/165072/847661/174415/705091/876285/170734/650949/758297/162572/444022/902726/168273/373514/150149/440133/556839/163889/388846/888172/162415/392253/534037/172716/930567/519693/167899/410502/716218/170273/509138/316716/171270/834785/603002
I5RcT0FKUUw,247/251,67127087,134,173923/548911/536297/160696/645089/534958/176944/875760/174303/871187/895989/176897/514125/901125/185041/850718/507328/196344/891025/176574/519775/501639/184847/726077/510958/168876/526886/181489/874432/818567/164789/508129/752533/169805/514799/837623/167620/817617/504893/176351/650587/916880/175228/705203/512364/176007/522316/177531/509756/918398/175303/845605/752687/161864/1098192/786963/179869/511352/178295/747046/500245/174925/538376/546926/170237/938110/169421/504016/1079546/178514/815391/509967/171636/630285/1138976/168442/1147410/786410/165841/616845/507309/165179/574540/550996/156923/530652/163919/895525/509143/159293/527242/759480/157350/512218/159462/848437/515741/169151/816034/512794/165072/535514/174415/854844/504451/170734/857665/564906/162572/735057/515994/168273/496725/150149/501982/730189/163889/693928/521005/162415/510461/630927/172716/508268/708025/167899/489427/723032/170273/678245/612338/171270/526938/822454
IKqVCLWHRcw,136/251,14350635,107,155249/114036/114036/158717/114036/114036/159877/114036/114036/162294/114036/114036/162329/114036/114036/161800/114036/114036/161279/114036/114036/161334/114036/114036/158298/114036/114036/159931/114036/114036/160572/114036/114036/162912/114036/114036/164512/114036/114036/160993/114036/114036/157788/114036/114036/156641/114036/114036/162897/114036/114036/167715/114036/114036/169576/114036/114036/174078/114036/114036/172394/114036/114036/187311/114036/185898/114036/114036/187511/114036/114036/188338/114036/114036/185247/114036/114036/199795/114036/114036/194607/114036/114036/171154/114036/114036/182673/114036/114036/180630/114036/114036/169813/114036/114036/162705/114036/114036/154683/114036/114036/161429/114036/114036/154284/114036/114036
IKqVCLWHRcw,247/251,8901525,107,155249/38191/38192/158717/38192/38192/159877/38192/38192/162294/38192/38192/162329/38192/38192/161800/38192/38192/161279/38192/38193/161334/38193/38193/158298/38193/38193/159931/38193/38193/160572/38193/38193/162912/38193/38193/164512/38193/38193/160993/38193/38193/157788/38193/38193/156641/38193/38193/162897/38193/38193/167715/38193/38193/169576/38193/38193/174078/38193/38193/172394/38193/38193/187311/38193/185898/38193/38193/187511/38193/38193/188338/38193/38193/185247/38193/38193/199795/38193/38193/194607/38193/38193/171154/38193/38193/182673/38193/38193/180630/38193/38193/169813/38193/38193/162705/38193/38193/154683/38193/38193/161429/38193/38193/154284/38193/38193
IoakUeODUzM,136/251,68616491,106,132906/842515/1036591/129613/944221/827040/140134/835490/839703/137344/1453469/1545100/133169/1544422/1545181/130883/1543535/1544279/129545/1544710/829011/128101/823941/126254/816716/845305/126765/803310/813795/124738/1042769/1005137/123280/961513/807800/128332/888368/965593/130122/860596/812141/135563/1111877/951892/129148/1012970/125863/1041388/816213/126197/1543538/1544650/125565/1543649/1544999/124165/853014/989461/122897/844162/828488/123416/815470/860155/119248/1084011/833093/122704/1077468/124666/1440034/952740/123021/938599/1048322/123114/1263957/1066225/128369/1086511/1197998/128870/829275/842224/126608/853876/827978/125342/906467/835235/126307/860496/105664/843527/791060/4511/19678/22069/4511/21789/24117/4511/31395/34362/4511/34817
IoakUeODUzM,247/251,37224888,106,132906/409142/554326/129613/509919/433178/140134/409358/368971/137344/663801/709945/133169/715513/760633/130883/698967/714048/129545/680321/463377/128101/507349/126254/496673/523963/126765/503733/520205/124738/555434/519411/123280/526851/499318/128332/527067/542326/130122/499629/492750/135563/574849/563986/129148/573978/125863/563527/461848/126197/822077/808211/125565/762581/697901/124165/516928/543259/122897/459538/462130/123416/429409/526817/119248/561564/448691/122704/624146/124666/615357/546957/123021/541643/547011/123114/608417/545483/128369/554689/589654/128870/428828/399318/126608/370027/388216/125342/261934/405548/126307/367354/105664/375014/163178/4511/12998/13039/4511/12955/13128/4511/13493/13253/4511/13687
JLBOrqucXzY,136/251,23696328,172,126927/28378/50016/178078/84467/66633/187325/231761/173026/171207/106348/111799/165201/34506/111343/168348/35025/64425/149048/77791/37135/156535/91154/56929/165266/80603/82608/154221/95782/85630/129349/62942/58141/151032/84194/77762/155805/185701/134660/170020/75014/220667/159859/203208/123943/156887/71533/70106/168881/37606/119515/175765/366470/498151/161343/291521/108962/145256/102716/176562/44078/165816/160872/116335/89493/165792/112939/103881/162300/50919/93624/162789/249380/73338/151387/135475/81779/156252/39932/166979/162210/97219/120367/64004/152038/53468/87159/154367/70009/161734/54356/76381/162697/128088/82302/147826/174897/120380/137882/151209/112375/159090/232604/139517/164925/102670/89924/163180/57349/269654/158708/247617/111416/151933/89207/72598/159482/99518/192301/160758/134160/103173/159358/125139/172161/154792/76711/53626/158894/63468/63527/156025/83473/195071/160004/91145/134518/162031/146194/161267/122303/82420/158708/165891/314432/64798/166501/82070/180379/167103/146281/188688/156724/147382/57481/151024/82292/155566/181346/93607/164208/65026/354054/164113/254783/32355/164154/29169/34358/161626/409299/372060
JLBOrqucXzY,247/251,27109915,173,126927/24969/28164/69941/178078/76228/63181/187325/300962/217147/171207/80225/152860/165201/39816/125946/168348/61335/89320/149048/79489/50457/156535/113395/107764/165266/127028/167471/154221/98118/96348/129349/102690/151032/63490/88452/86710/155805/231753/157553/170020/66889/366356/159859/158381/156887/110977/65073/110280/168881/69439/70094/175765/465747/683394/161343/315820/145256/81422/86972/176562/60216/215962/71756/160872/93349/337129/165792/204071/79139/162300/118584/91571/162789/308641/126956/151387/115774/156252/181838/110117/162210/261321/48121/152038/94009/101853/154367/57540/97456/161734/99662/91794/162697/105311/191772/147826/141955/68172/137882/39057/88071/136191/159090/251516/164925/158423/130466/163180/79827/37870/158708/613441/143879/151933/123491/86568/159482/354838/160758/162631/102981/195438/159358/271782/154792/146714/76934/158894/58687/74968/156025/93287/100348/160004/212810/128940/162031/164112/128041/161267/129925/250463/165891/463900/101182/166501/78306/209715/167103/167982/185817/156724/194308/105060/91303/151024/214787/181346/166036/63481/164208/73209/411467/164113/61440/76078/65442/164154/65669/76130/161626/874367
JLBOrqucXzY,398/251,24881493,173,126927/19442/25535/66221/178078/60265/63377/187325/228732/200076/171207/82801/147909/165201/37363/139189/168348/57706/82818/149048/75179/37031/156535/102057/70778/165266/105703/172448/154221/90678/78573/129349/107814/151032/47069/60532/71597/155805/172641/139648/170020/73545/313285/159859/161928/156887/143870/85865/64864/168881/54695/91762/175765/452903/665717/161343/180232/145256/93104/94706/176562/56912/200648/64494/160872/73563/73853/165792/159606/71327/162300/87902/78213/162789/278184/119837/151387/106630/156252/168402/98735/162210/237096/53777/152038/80833/120331/154367/52778/100805/161734/70568/89036/162697/97231/142857/147826/80973/60445/137882/35768/41004/129462/159090/228848/164925/127505/157756/163180/88977/33776/158708/548825/153544/151933/147094/77715/159482/331355/160758/210093/147444/205382/159358/215268/154792/117202/78345/158894/54795/69419/156025/91365/96730/160004/185050/160948/162031/137465/111071/161267/93526/168497/165891/374326/106842/166501/92213/172060/167103/164864/131426/156724/198599/98640/95845/151024/143554/181346/127232/58216/164208/69173/309863/164113/53395/44949/31268/164154/31044/51948/161626/575742
JoUo5fB_ges,136/251,18313414,142,173369/125178/160435/145789/124854/118755/142720/99081/123473/144885/121969/151687/107545/113435/148182/75625/125428/151147/134029/95380/146587/148256/92341/145517/137017/123132/145715/99622/146268/117882/74931/147995/121234/119817/144783/121492/107483/147788/109921/146303/146189/129714/145676/127493/89634/146183/102842/100181/142296/116365/106471/144145/101832/143473/116521/129435/141648/146931/105053/146108/128933/121103/145799/79263/153114/126162/121626/147869/85603/96292/148237/140333/121662/148487/115168/94178/144630/107873/134498/145872/77090/97071/143614/129510/137199/149333/127212/150683/146284/150745/83449/134857/144496/158837/119856/150581/103424/76600/157567/108814/121129/156323/135841/153662/112778/99619/146870/136171/67938/147218/147412/143635/151384/113171/107776/145019/118546/143024/124285/103551/144439/77885/122792/142178/91031/123914/148642/130948/150623/147573/90178/145112/97525/125244/147316/132743/97000/145646/121053/121642/137833/143654
JoUo5fB_ges,247/251,41699946,142,173369/368835/436324/145789/409161/379372/142720/309000/395265/144885/405517/151687/345350/364935/148182/249026/399884/151147/415642/314075/146587/443214/305744/145517/435353/387470/145715/327622/146268/392205/250704/147995/398490/383929/144783/387362/349251/147788/338460/476951/146189/421815/145676/397612/290849/146183/336345/321044/142296/387357/356316/144145/312722/143473/362237/397186/141648/464985/341223/146108/402236/391724/145799/262901/153114/402443/398241/147869/269959/321134/148237/434706/395128/148487/349505/304799/144630/351698/418641/145872/250493/319711/143614/426800/423786/149333/410279/150683/450002/150745/264084/416285/144496/492929/392376/150581/326229/248724/157567/355724/388958/156323/442502/153662/369927/329323/146870/409185/229473/147218/448056/459817/151384/378461/329425/145019/399898/143024/404820/338418/144439/251023/393830/142178/293267/395346/148642/410445/492026/147573/290488/145112/316789/399135/147316/422854/318722/145646/380609/414450/137833/434271
JoUo5fB_ges,398/251,30104166,142,173369/256839/327214/145789/267746/245959/142720/204927/264090/144885/261050/151687/224961/237992/148182/166119/262635/151147/267765/200400/146587/304784/201805/145517/291367/261992/145715/212928/146268/243131/165189/147995/256675/256160/144783/245668/230446/147788/221990/314368/146189/271970/145676/270410/196661/146183/217143/207808/142296/251002/225987/144145/203771/143473/231647/258318/141648/309099/222113/146108/264978/263724/145799/172501/153114/266455/260973/147869/187357/209635/148237/279899/260332/148487/234300/202370/144630/231751/282265/145872/174570/213529/143614/275025/286998/149333/265786/150683/295276/150745/177097/281251/144496/333509/249932/150581/220607/164593/157567/235517/257525/156323/286929/153662/243791/206661/146870/276824/153793/147218/302490/304529/151384/237336/231511/145019/253559/143024/259917/219843/144439/171102/260680/142178/196123/254975/148642/268075/315498/147573/190251/145112/208081/270553/147316/284794/207794/145646/258049/260393/137833/288170
KY8Adi_P9ms,136/251,45989689,123,165330/122940/124131/119044/160361/125603/1096836/165455/149586/194986/161325/758663/167353/160256/975052/186536/167934/738911/548276/166484/819957/774561/159738/731724/489866/161147/146374/145953/159724/357375/909042/163330/656147/180379/161907/603709/497162/163563/175930/1141476/166356/376394/772758/163374/391613/563718/169642/576415/621198/158098/208090/335353/163502/144684/543033/162653/913325/695975/165947/558206/553214/164254/149078/333643/165080/137117/412786/167430/138794/375043/165046/385804/159911/163579/475379/135693/165807/135252/137748/165021/277806/150841/162779/401161/607435/164283/614711/172480/159967/761175/347801/168502/325404/159602/166862/509458/215061/160416/419093/213191/163698/155923/386465/165186/229147/301646/162871/1335030/1337779/158443/1123599/546664/166311/135858/508961/162909/529662/510028/165364/586867/835947/165596/951597
KY8Adi_P9ms,247/251,31397635,123,165330/133836/135843/134306/160361/139648/511317/165455/152631/186923/161325/400120/181558/160256/483994/203873/167934/362025/255446/166484/442378/409170/159738/433076/324449/161147/164472/160476/159724/243544/426145/163330/376941/189469/161907/354245/357974/163563/188897/509212/166356/201899/388990/163374/271426/294484/169642/344234/353541/158098/210542/228596/163502/152393/315440/162653/472386/474843/165947/274790/372532/164254/162317/261948/165080/154049/296853/167430/162736/268988/165046/262549/191512/163579/312941/153925/165807/152729/156580/165021/246784/158591/162779/235671/316047/164283/345050/192294/159967/373224/277743/168502/254509/175190/166862/311414/158671/160416/220189/125841/163698/166680/305336/165186/184539/243006/162871/680034/638264/158443/563853/352587/166311/151007/317459/162909/389616/327733/165364/368769/492785/165596/489963
L2EkYhNjAsQ,136/251,65233412,144,162857/276074/225849/162508/383154/804182/148002/168093/707569/633773/165764/1521081/168708/889681/423463/460694/169217/340639/395451/861456/165790/414574/586973/158351/878477/157143/326522/824807/161121/427202/163173/799156/872779/163891/365924/477705/849222/160163/760820/155091/819137/673573/154178/428338/576946/166573/703809/834463/163610/380640/792301/146605/871423/166734/550489/525384/856908/173835/583158/770766/188821/730010/172923/382220/292195/453841/172622/609639/660602/172253/372178/725805/168112/385947/450074/161584/758039/727555/161355/667477/167845/164623/469928/747605/167038/414772/571609/827098/157102/835905/161309/725299/768656/129667/214842/161813/816148/518469/166236/754125/513424/170142/376445/700064/683142/164346/648922/518267/155057/749464/545798/149512/468134/564135/145018/805370/367301/162136/810438/161346/655433/363979/551718/153433/376970/585968/162568/601236/378697/418731/152396/855865/167830/850196/239841/173665/411962/741414/165009/1081840/533232/144184/238176/570278
L2EkYhNjAsQ,247/251,70044768,144,162857/593411/499046/162508/542093/540927/343799/168093/784202/911261/165764/889528/168708/611840/593336/677257/169217/758978/605862/519446/165790/625706/761693/158351/511385/157143/523062/517004/161121/534736/163173/961169/510453/163891/549792/674491/496047/160163/821431/155091/504635/705695/154178/735316/840264/166573/518630/529917/163610/632333/874847/146605/508020/166734/887827/855849/534946/173835/817084/558289/188821/573218/172923/472985/541233/717776/172622/714466/749181/172253/604902/557372/168112/453730/738580/161584/543491/592477/161355/729608/359639/164623/645040/566055/167038/571716/821084/540238/157102/531974/161309/588667/528161/129667/413926/161813/531034/796505/166236/867214/835882/170142/557050/988200/867363/164346/886838/751690/155057/537217/872857/149512/789833/863240/145018/552789/533542/162136/551748/161346/701763/438028/822929/153433/543447/704824/162568/675281/442240/506958/152396/546488/167830/454669/525361/173665/654578/870093/165009/961271/567967/144184/567847/701685
LFZp7wC01Dg,136/251,31616140,148,212466/575892/381963/189855/103994/183012/236583/195070/652503/640017/195716/243510/231871/187386/242958/210447/190262/169258/158004/194127/214327/208659/191356/226232/190159/100001/157385/202577/180913/156939/160529/187542/217445/228012/191231/201710/190572/203330/202098/244597/193835/177422/212638/190892/269392/277282/196674/319465/185900/140713/222918/208189/189751/196821/221443/193209/261532/264693/192915/236400/215981/190309/219662/220175/178917/184991/210664/189849/265314/270578/193573/332560/200120/139442/228909/213508/193478/163397/146838/193756/168250/179972/195318/164242/149404/186135/146901/189790/189533/138611/218348/193483/259545/624419/191254/352256/188459/144124/247755/219123/177471/200470/188352/188425/237504/244955/198398/232306/192576/200943/202491/199110/190715/175278/166794/195269/212029/220657/195642/289777/133145/185547/233555/242248/192316/242469/170499/192794/178973/192778/191689/171876/147266/188295/143743/180531/181446/158471/172290/187727/200698/201386/200250/254683/108811/203378/164864/159354
LFZp7wC01Dg,247/251,61182358,148,212466/830528/657265/189855/297254/483231/489457/195070/635281/634847/195716/498868/483888/187386/533197/591453/190262/482538/433583/194127/607131/596536/191356/515979/190159/284027/467873/569716/180913/450245/407850/187542/582201/620055/191231/494154/476445/203330/526747/640399/193835/524726/491270/190892/632901/669619/196674/515831/185900/339972/552155/573756/189751/533761/533130/193209/605839/618803/192915/548331/520689/190309/553807/594864/178917/515918/520967/189849/638964/631496/193573/516155/200120/356639/578639/576651/193478/477500/365972/193756/454995/482257/195318/404283/377998/186135/389500/530570/189533/429222/495919/193483/589545/647079/191254/518915/188459/333188/562619/596543/177471/581860/500300/188425/618703/671318/198398/591642/496538/200943/531820/545613/190715/506613/415140/195269/511352/553184/195642/517151/327028/185547/553048/647583/192316/630135/468486/192794/495737/570645/191689/483551/394294/188295/408994/524276/181446/510709/467968/187727/535272/583285/200250/516678/303250/203378/466749/471627
LFZp7wC01Dg,398/251,39162293,148,212466/577921/490727/189855/150775/267509/293989/195070/383876/380719/195716/298615/284303/187386/305869/323824/190262/262608/243198/194127/348807/345817/191356/350116/190159/159257/250455/300591/180913/245496/217125/187542/316069/338932/191231/277844/264955/203330/286584/358748/193835/282635/275612/190892/375389/400948/196674/441573/185900/194898/311181/310673/189751/290523/295768/193209/359634/387048/192915/319896/290825/190309/304048/319941/178917/276682/289529/189849/382613/397357/193573/455595/200120/195238/316650/304284/193478/249631/194386/193756/243736/259009/195318/213463/200421/186135/195879/280587/189533/224775/284984/193483/350203/397807/191254/464710/188459/190955/326013/321013/177471/317733/274048/188425/349939/379671/198398/340466/275524/200943/292834/288540/190715/258402/221678/195269/282322/307326/195642/390872/183815/185547/310994/343528/192316/347349/249012/192794/262217/298688/191689/254092/209709/188295/207137/266865/181446/258378/245967/187727/284250/307305/200250/367317/161249/203378/242074/243177
LLj3Ki644qM,136/251,74449083,129,150744/736308/858600/1284354/149240/1193798/153483/373493/1055131/167325/1004035/777320/126202/309755/943745/131760/1089473/151606/871132/848533/159050/840092/1100719/135361/1219863/118843/683582/944073/125866/567287/895588/139000/767555/140221/687534/373546/138763/606936/316529/148083/140589/960713/163702/416404/843472/165107/667034/772026/163048/584953/145043/914928/919393/147901/739955/141079/808507/1227392/132159/728535/784253/453620/142961/436169/1283857/153860/690165/441100/157498/701427/589142/141605/272969/541310/155619/481382/1015450/153534/1223021/1376219/164413/604102/1105298/160471/1061121/603964/146064/834613/1420061/150074/916831/846948/146298/1018817/163241/503594/365631/625487/176346/266786/521430/149041/563147/880406/155939/1258975/157134/744739/275390/998307/160142/675601/151640/1283704/1366051/161457/1308481/151583/467434/312175/915650/160587/799550/144397/357602/1104318/159619/988328/1159823
